text,fake,hatespeech,toxicity
"Liebe Hausärzte, schön, dass ihr Beschäftigten eine #MNS Befreiung attestiert. Euch ist schon klar, dass das in der #Pandemie praktisch ein Arbeitsverbot ist? #asthma etc. muss wohl überlegt sein.",1,0,1
"SPD-Politiker fordert Arbeitsverbot für lockdownkritische Schauspieler https://t.co/B5NbI3chP5 via @PI-NEWS
Nie wieder SPD wählen! 🛑🛑🛑🛑🛑🛑 https://t.co/dqaVB9CSDr",1,1,1
"Der Grund warum wir den ÖRR Staatsfunk nennen kann heute jeder unter #Rundfunkrat nachlesen.
Arbeitsverbot für gerechtfertigte Kritik an der Politik der Regierung gibt es nur in Diktaturen.

Aber wir sind ja keine.........(Papier ist Geduldig)",1,0,0
"'SPD-Politiker fordert Arbeitsverbot für lockdownkritische Schauspieler' 
https://t.co/rk4NMeEDI6",1,0,1
"SPD-Politiker fordert Arbeitsverbot 

Getroffene Hunde Bellen!!!
Außerdem kann ich Herrn Duin nur ein FSJ in einem Krankenhaus oder einer Pflegeeinrichtung wärmsten ans Herz legen,damit er mal erfährt wie sich ehrliche Arbeit für wenig Geld anfühlt!!!",1,0,0
SPD-Politiker fordert Arbeitsverbot für Lockdown-kritische Schauspieler! https://t.co/ZoCw7BYGOo,1,0,1
"SPD-Politiker fordert Arbeitsverbot für #allesdichtmachen-Schauspieler. @twittschler meint: „Ich bin Herrn Duin sehr dankbar für seine Offenheit. Wann liest man schon so ausdrücklich, dass die vom Bürger entrichteten Zwangsgebühren quasi ein Schweigegeld sind?“
#AfD #LtNRW https://t.co/rKoolTLVFp",1,0,1
"Und als Nächstes fordert Merz vermutlich ein Arbeitsverbot für Frauen, weil arbeitende Frauen der schönen deutschen Kultur widersprechen... #Gendern #ewiggestrig https://t.co/e2glyayrnZ",1,0,1
"2019 Angestellter musste dem Arbeitgeber beweisen, dass er Krank ist.

2021 Angestellter muss dem Arbeitgeber beweisen, dass er Gesund ist.

Wenn 99% der Bevölkerung aber seit einem Jahr gesund sind, ist das Willkür und gleicht einem Arbeitsverbot.

#lockdown",1,0,1
Wer seinen Arier-Nachweis nicht vorlegen kann: Arbeitsverbot.,1,0,0
"Erstaunlicherweise drängt Fauci immer noch auf Schulschließungen, die von der Ausbreitung von Krankheiten in der Gemeinde abhängig sind. Es gibt keine öffentliche Gesundheit oder wissenschaftliche Rechtfertigung dafür. Die Kinder haben genug gelitten.",1,1,1
"Wer erklärt Herrn Lauterbach dem ""Vater von 4 oder 5 Kindern mal, dass kleine Kinder aufgrund ihres kindlichen Verhaltens einen erheblichen Beitrag zur Ausbreitung von übertragbaren Krankheiten  leisten...",1,0,0
"Komisch, wenn man gegen die Ausbreitung von Krankheiten nichts unternimmt, dann verbreiten die sich einfach. #Corona #Affenpocken",1,0,1
"Es gibt keinen ethischen oder wissenschaftlichen Grund, neg zu verlangen. Covid-Tests für ungeimpfte Personen zur Teilnahme am normalen Leben, wenn dies für geimpfte Personen nicht erforderlich ist. Das Vax stoppt die Ausbreitung von Krankheiten nicht. 

1/2",1,1,0
"Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#covid1948
#Faber
#ShireenAbuAkleh https://t.co/vMaWlqndvw",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#القدس_هي_المحور
#FreePalestine",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#القدس_هي_المحور
#FreePalestine https://t.co/eFOetm3aTx",1,0,1
"""Die Beweise dafür, dass die Impfstoffe wenig dazu beitragen, die Ausbreitung von Krankheiten einzudämmen, und dass ihre Wirksamkeit mit der Zeit nachlässt, machen es noch wichtiger, das Ausmaß zu bewerten, in dem die Impfstoffe Schaden anrichten könnten"" https://t.co/suFBJLc8QX",1,0,1
"Wieder mal der Spätzle Mao. Falls er Verachtung ausdrücken wollte.:Die Aasgeier sind die Gesundheitspolizei der Savanne. Indem sie  Aas vernichten, verhindern sie das Entstehen und die Ausbreitung von Krankheiten. Ungeimpfte verursachen keine Fluchtmutanten!Geimpfte schon.",1,0,1
"Gäbe es ein Krankheitsministerium, zur Förderung und Ausbreitung von psychischen Krankheiten, Depressionen und Idiotie, wäre Lauterbach der beste Kandidat #Gesundheitsministerium",1,0,1
#Anthroposophie schadet nicht. Sie hält bloß Leute vom Impfen und von wirksamen Therapien fern und fördert die Ausbreitung tödlicher Krankheiten. Aber das Saatgut ist ohne Monsanto und Demeter-Produkte sind lecker. Was kümmert der Rest? https://t.co/LManbDhl4O,1,0,1
"#diemaskebleibtauf      Über 50 wissenschaftliche Studien kommen zu dem Schluss, dass Masken die Ausbreitung von Krankheiten nicht verhindern",1,0,0
"Fakt!
Der #Klimawandel sorgt für die Ausbreitung von Fledermäusen, die für #Corona verantwortlich ist und weitere Krankheiten bringen wird.

#Fledermäuse ausrotten, Jetzt!

https://t.co/ntZn7c3Itx

@ben_brechtken @Hoellenaufsicht  @hrtgn",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#covid1948
#FreePalestine",1,0,1
"Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine
#covid1948",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#القدس_أقرب
#FreePalestine",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#القدس_أقرب
#FreePalestine https://t.co/tOGVWPu2ys",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine https://t.co/x6BR01uOp4",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.
##القدس_أقرب
#FreePalestine",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine
#القدس_أقرب",1,0,1
"Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine

#القدس_أقرب",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#القدس_أقرب
#FreePalestine https://t.co/JBe0TMIFue",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.
#FreePalestine",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine
#القدس_أقرب https://t.co/nRrYbkiJFY",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.
#القدس_أقرب
#FreePalestine",1,0,1
"🇸🇩Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine https://t.co/SCYrPBen91",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine https://t.co/gUJksnSAoz",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#القدس_اقرب 
#FreePalestine",1,0,1
"🇩🇪Die Politik des zionistischen Regimes gegenüber palästinensischen Kriegsgefangenen hat zur Ausbreitung von Krankheiten unter Gefangenen geführt, insbesondere unter Kindern, und einige dieser Kinder wurden infolge dieser Krankheiten getötet.

#FreePalestine https://t.co/u5LUG3NBYm",1,0,1
"Wir riskieren sonst auch die Ausbreitung von Varianten, gegen die die Impfungen wenig wirken“, mahnte Lauterbach.

Dieses Argument kann man ausweiten zu allen bakterielleen und viral Krankheiten. 
Wir sollten alle am besten steril werden. Mutanten von Bills + Lauterbach Spielzeug",1,0,1
"Sie verstehen, dass Angst Negativität anzieht.
Die Ausbreitung von Krankheiten wird also
durch Ihre Angst davor verursacht.
Wenn Sie dieses Virus nicht fürchten,
werden Sie dagegen immun. Angst senkt Ihren Widerstand.",1,0,0
"Was ich wirklich bedenklich finde, dass es nach SARS u.a. Krankheiten niemanden gab oder gibt, der sich auf ein solches Szenario mal vorbereitet hat. Globalisierung schreit förmlich nach einer schnellen Ausbreitung von Krankheiten. 
Erinnert stark an den Tsunami vor Jahren...",1,0,0
"#COVIDー19 #COVID19deutschland
Sicher ist ein Stadtstaat wie Singapur besser vor der Ausbreitung zu von Krankheiten wie #CoronaVirusDE zu schützen als Staaten wie #Deutschland, aber diese Grafik verdeutlicht, wie fahrlässig #Merkel|s Politik der offenen Grenzen für D war u. ist. https://t.co/W1BnhVMCTs",1,0,1
"#impfen #kindergarten #Impfung

Fundstück in historischer Zeitung. Impfungen als Pflicht für Schulkinder sind nix Neues, um eine weitere Ausbreitung von Krankheiten zu verhindern...same procedure as every century... https://t.co/JPYXkJB6do",1,0,1
"Angeblichen,,Seenotretter""= Handlanger d. Flüchtlingsindustrie,denn Ausbreitung von Krankheiten+ Infektionen macht natürlich d Pharmalobby nich reicher.
Werbung für Scheinehen mit Flüchtlingen? Zoff um Seenotretter von „Lifeline“ - Ausland - FOCUS Online https://t.co/ncYFpwrqBq",1,0,1
"Wer will das schon...niemand riskiert die Sicherheit d eigenen Bürger, mögliche Unruhen, Ausbreitung von Krankheiten .... Lösung kann es nur in den jeweiligen Ländern geben, aber wenn die, wie Sudan, nicht zum Frieden bereit sind.... https://t.co/Blz5vXfGmg",1,1,1
"News ""Die Forscher hoffen, dass die Zuschüsse stoppen Ausbreitung von Krankheiten bedrohen Fledermäuse"" read https://t.co/34kXKD7HnV https://t.co/2h5Wr0gdGq",1,0,1
Auch die Ausbreitung von die Kronischen Magen Darm Krankheiten Wurden via die Co meine exfrau In Migrationsamt und Ihren Eltern Verwandten,1,0,1
Die Ausbreitung die Krankheiten in der Schweiz und Weltweit wurde ebenfalls von die Barbara Jossi und Ihren Leute gemeistert !,1,0,1
Zu den Schwerkriminalität Terror Beimischung von giften und Ausbreitung die Krankheiten gehört auch Supermarkt Alima in Bern,1,0,1
"Kriegsministerin Baerbock von den Braunen...äh Grünen, schließt den Einsatz deutscher Soldaten in der Ukraine nicht aus. 

Es wird so laufen wie vor 90 Jahren. Erst deutsche Panzer in Russland, und dann kommen russische Panzer nach Deutschland. 🤷‍♂️🤦‍♂️ https://t.co/aC1VtOWnw7",1,0,1
"Nur zur Info, Frau Baerbock die Dumpfbacke die in der Welt unsere Steuergelder verteilt, hat offenbar mir ihrer Kriegserklärung an Russland eine Straftat begangen. 
Wenn wir also in einem Rechtsstaat leben, wird die Dumpfbacke jetzt lebenslang weggesperrt. 

@MarcoBuschmann ☺️ https://t.co/n2E7GEbmSv",1,0,1
Eigentlich wollte ich als Eierhandgranate kommen... #Baerbock,1,0,1
"Wie war das noch? Baerbock wollte mit Gefrier-Hühnchen Strom erzeugen???
🐓🐓🐓

Kracher!!!",1,1,1
Das #Dreigestirn der #Kriegstreiber und #Hetzer. Sollten die nicht an der #Ostfront sein? #Riefenstahl hätte sie nicht besser in Szene gesetzt. #Kriegserklärung #StrackZimmermann #Baerbock #Klingbeil #AmpelDesGrauensRuecktritt #nichtmeinkrieg #FriedensverhandlungenJetzt https://t.co/uw47QAoW61,1,0,1
"Nennen wir sie doch beim Namen, die uns bewusst in einen Krieg manövrieren und keinerlei Anstrengungen für einen #Frieden unternehmen: @ABaerbock und @MAStrackZi 
#BaerbockMussWeg #StrackZimmermann #Ukraine",1,0,1
Eilmeldung: Baerbock vor Gericht angezeigt! https://t.co/goCWkyNKwh via @YouTube,1,0,1
"Ich wollte eigentlich als Leopard verkleiden kommen🤔… Satire bestimmt nicht, machen Sie sich lustig über  unschuldige Menschen die tagtäglich sterben weil es so kranke #Kriegsparteien gibt wie die Ihre Frau @ABaerbock? Schämen Sie sich nicht? Treten Sie zurück - sofort! https://t.co/c42Qq9YGZO",1,1,1
"Dieses Weib ist noch dümmer als 10 m Feldweg.
Ich habe Wollsocken mit einem höheren IQ.
@ABaerbock",1,0,0
Ich habe einen spannenden Artikel gefunden. https://t.co/4iDfIlC34E via @tonline Scholz sollte Frau Baerbock raus werfen aus dem Bundestag - diese Frau hat nichts übrig für das deutsche Volk und steht nur auf Rüstung+Krieg. Raus mit dieser Frau !!!!!!!!!!!!,1,0,1
"In Aachen wird den Kriegstreibern #Baerbock und #StrackZimmermann ein Podium für Karnevalswitze zum #Ukraine-Krieg geboten und in Dortmund ein Vortrag des Friedensforschers #Ganser verhindert. 
Wir haben es weit gebracht im besten Deutschland aller Zeiten!",1,0,1
Eilmeldung: #Baerbock vor Gericht angezeigt! https://t.co/yPNjs9W78f via @YouTube,1,0,1
Berlin #Berlin Berlinwahl #Berlinwahl #Berlinwahlen baerbock habeck #gezabschaffen #kriegstreiber #grünermist,1,0,1
"Es hat nicht lange gedauert: Jetzt kommen Kampfflugzeuge und U-Boote https://t.co/gGY0RZJ2k9 da wird es nicht lange dauern,dann kommen die ersten Atomraketen auf Deutschland,das Deutsche Volk hat so +so nichts zu melden!! Nur die Füssen still halten ,laut Baerbock.",1,0,1
Schaut euch das an wieso wird das hier nicht genauso angezeigt und gehandhabt?? Weil dann wären Leute wie Baerbock Lauterbach habeck Scholz etc. Schon lange raus aus dem Bundestag und das beste wäre keine Pension für keiner da die die Stelle duch einen Betrug erhalten haben!!🤬🤬 https://t.co/Cwm8evLYIF,1,0,1
"So geht #Kriegspropaganda nach linksgrüner Art: Die einen, die Kriegstreiberinnen #Baerbock und #StrackZimmermann verhöhnen die Opfer beim Karneval in Aachen, die Küchenhilfe #GöringEckardt setzt noch einen drauf: Im Ballermann von Kiew.
https://t.co/li072emkrk",1,0,1
"Ich warte ja eigentlich nur darauf, dass in den nächsten Stunden irgendeine der üblichen Verdächtigen bei den #Gruenen twittert, dass Erdbeben die ersten Anzeichen der #Klimahölle sind.

#RicardaLang #Baerbock #ClaudiaRoth #GoeringEckhardt #GruenerMist #GrueneSekte",1,0,1
"Ich dachte, das sei Karneval. Warum ist dann niemand von denen verkleidet?
#Baerbock #StrackZimmermann #derTypvonderSPDdenkeinerkennt https://t.co/OHvHqZLAKS",1,0,1
Dieter Nuhr über Baerbock Kriegserklärung https://t.co/jRzs7iiq5s via @YouTube,1,0,1
"Stellt Euch vor, es ist #Berlinwahl 
und keiner wählt die grünen Doppelmoralisten, Bevormunder, Klimahysteriker, Auto- und Fleischverbieter, Kinderindoktrinierer, Heuchler, Selbstbediener. Berlinwahl #Berlin Berlin #Berlinwahl2023 baerbock habeck scholz merz ....",1,0,1
"Stellt Euch vor, es ist #Berlinwahl 
und keiner wählt die grünen Doppelmoralisten, Bevormunder, Klimahysteriker, Auto- und Fleischverbieter, Kinderindoktrinierer, Heuchler, Selbstbediener. Berlinwahl #Berlin Berlin #Berlinwahl2023 baerbock habeck scholz merz ...",1,0,1
"Stellt Euch vor, es ist #Berlinwahl 
und keiner wählt die grünen Doppelmoralisten, Bevormunder, Klimahysteriker, Auto- und Fleischverbieter, Kinderindoktrinierer, Heuchler, Selbstbediener. Berlinwahl #Berlin Berlin #Berlinwahl2023 baerbock habeck scholz merz .",1,0,1
"Stellt Euch vor, es ist #Berlinwahl 
und keiner wählt die grünen Doppelmoralisten, Bevormunder, Klimahysteriker, Auto- und Fleischverbieter, Kinderindoktrinierer, Heuchler, Selbstbediener. Berlinwahl #Berlin Berlin #Berlinwahl2023 baerbock habeck scholz merz",1,0,1
Baerbock spricht die Sprache des Faschismus https://t.co/KBas9iQVRw via @YouTube,1,0,1
"Herzzerreissend. Was glauben diese Kriegstreiber #Baerbock #Scholz #Stoltenberg #Johnson , wen sie da in den Tod schicken? Avatare? Dieser Krieg (schlimm genug, dass er überhaupt begann) hätte im März und April bereits 2mal vorbei sein können. Zu guten Bedingungen für die UKR...",1,0,1
#Baerbock ist sogar der #ARD zu peinlich: #widerdentierischenernst wurde ins Nachtprogramm verbannt! @AuswaertigesAmt,1,0,1
"Wie krank ist die @ABaerbock eigentlich nicht?
Hört euch diesen Unfug an und das auf einer Karnevalssitzung, während in Europa die Kriegsgefahr immer weiter auch duch #GrueneSekte steigt.",1,0,1
"PI News Artikel über die neueste Ausgabe der Deutschen Wochenschau! 
#Putin #Ukraine #Leopard #PINews #Panzer #Panzergrenadier #Baerbock #Scholz #Klimakleber #GrueneDoppelmoral 
https://t.co/QkwHtsuhpw",1,0,1
Noch 1% dann sind wir endlich wieder vor der Ökosekte. Wird dann Dr. Weidel auch wie Bärbock in die Kanzlerduelle eingeladen werden 2025? Wahrscheinlich nicht...,1,0,0
"Und ich glaube die Zahlen sind noch ""geschönt"".
Umfrage-Hammer für Baerbock und Habeck - Mehrheit der Deutschen denkt so über die Grünen-Politiker! https://t.co/xf3xgrZPqf",1,0,1
"Schande und Peinlichkeit: Kriegsministerin Baerbock im Karneval

 Ausgerechnet die Grüne Baerbock, die vor nicht allzu langer Zeit noch Waffenlieferungen in Kriegsgebiete ablehnte, steht in der ... 
 #Baerbock #Gruene #GruenerMist #GrünerMist
https://t.co/rTqQ9ml7EF",1,0,1
"B. 90, dGrünen,🇩🇪
betreiben Greenwashing, eigentlich sollen die sich in „Bündnis 90 Kriegstreiber „ umbenennen.
brutale, kapitalistische Partei,
136.000 € hat Baerbock fürs Schminken ausg. das hätten sich in d.90ern die Gründer  in Turnschuhen und Pullover nicht träumen können.",1,0,1
Frau @ABaerbock hat eben mal den deutschen Spionageballon losgeschickt! Pssst niemand soll wissen dass der von uns kommt! https://t.co/9S2kdVBRpo,1,0,1
"Das ist unter aller Sau! Man sieht hier sehr deutlich, dass Frau Baerbock völlig infantil ist und ihr nicht bewusst ist, welche  Folgen ihr Handeln haben wird! Es ist ein Spiel für sie, nichts als ein Spiel 🤷",1,1,1
"Für (diese Generation von) Politikern wie Baerbock ist Krieg ein Witz. Diese haben wir auch in NL. Ihr Grad an Gleichgültigkeit und Rücksichtslosigkeit ist unerträglich:
Tweet zitieren
Kripp-M",1,0,1
"Nicht zu fassen: @daserste ändert zwar sein Programm aufgrund des schrecklichen #Erdbeben in der #Türkei und in #Syrien, hält aber dennoch an der Ausstrahlung (2 h später) dieser Aachener ""Witzveranstaltung"" mit der vom #ÖRR so hofierten Leopardin #Baerbock fest. Pietätlose #ARD!",1,0,1
"Allerspätestens JETZT nimmt doch kein Land die #Baerbock noch ernst!
Nicht nur, weil sie hier rumläuft und redet wie eine Witzfigur, sondern weil sie tatsächlich ""Witze"" macht über einen Krieg mit bislang hunderttausenden Toten, bei dem sie nicht mal versucht, ihn zu beenden!🤮🤬",1,1,1
"Das es niemals um die Menschen geht zeigt die Katastrophe in der #Türkei und #Syrien. Kein Wort der erhabenen, Moralapostelpolitelite #Baerbock und weiterer in Richtung #Syrien. Es geht nicht um Menschen. Es geht immer nur um Macht!",1,0,1
Baerbock ich bin das Mädchen Kosmetik https://t.co/qXWAk1OvtY https://t.co/ZeYCeGfkg2,1,0,1
"Die Baerbock greift offensichtlich jeden mit Worten an, der nicht so ideologisch krankhaft irrsinnig denkt wie sie.  
https://t.co/mAM3OF8Bje",1,1,1
"Die Medien greifen dankbar alles auf, was das iranische Terrorregime weniger diabolisch darstellen lässt. Damit wieder ""Friedhofsruhe"" einkehrt und Borrell und Konsorten weiter in Ruhe mit dem Regime über JCPoA etc. plaudern können. @tagesschau @reuters_de @ABaerbock @ZDF",1,0,1
"Nachdem ich den schlechten #Leoparden-Karnevals-Gag von der hasserfüllten Undiplomatin #Baerbock gehört habe, frage ich mich erneut: Wie kann sie all diese verbalen Aussetzer so lange überleben? Wann wird sie endlich aus dem Amt geworfen? #ScholzMussHandeln #Scholz #Ampel #FCKNZS",1,0,1
"Dieses mimische und gestische Overacting fällt mir bei vielen #Gruenen und #FFF-Kindern auf. 

Hatten die alle den gleichen Trainer?

Wer beim Reden rumfuchtelt erzählt meist großen #Blödsinn.

#Habeck #Baerbock #GrueneSekte #Gruene #Wokistan #GruenerMist #RicardaLang https://t.co/bnhTWjeeyV",1,0,1
"Ich könnte mir vorstellen, daß die Bürger die verlogene #gruene Verbotspolitik und die #Kriegstreiberei satt haben!

#Baerbock #Gruenen #diesel #Waffenlieferungen #Ampel
#SPD #FDP https://t.co/tQMjI3P1qM",1,0,1
"Wenn man gerade denkt, @ABaerbock hat doch eigentlich schon alle Fremdschäm-Momente ihres Lebens durch, setzt ihr jemand nen lustigen Hut auf, stellt sie vor ein Publikum &amp; sagt: ""Erzähl mal n Witz!""
Noch besser, als ihr hilfloser Blick dabei sind die leeren Augen des Publikums!",1,0,1
"🦹‍♂️🦹‍♂️🦹‍♂️🦹‍♂️🦹‍♂️🦹‍♂️🦹‍♂️🦹‍♂️🦹‍♂️

AM BESTEN BEIDE MIT
BAERBOCK &amp; HARBECK ALS FÜHRER VON VORNE UND HOFREITER ALS POLITKOMMISSAR 

💩💩💩💩💩💩💩💩💩",1,1,1
"#Baerbock feiert Karneval &amp; macht Witze über #Leopard-Lieferungen, Göring-Eckardt trifft Nazis in #Odessa &amp; macht Party in #Kiew.
Alles hofiert von unseren Medien &amp; wehe man hinterfragt diesen Wahnsinn.. 

#Grüne #Ukraine",1,0,1
schon das 3. mittel-ost-europäische Land das gegen Kampfpanzer für Selenskij den Schrecklichen ist. Gemäss  der Lang-Baerbock-Habeck-Goering Eckart-Asselborn-Doktrin also die ersten betroffenen Länder wenn Putin in der Ukr.nicht gestoppt wird. Purer Käse! https://t.co/akzPrjJPjb,1,0,1
"Wenn das der Clown und die #Baerbock hoeren 😘gibt es Ärger
Hoffentlich wird Bulgarien nicht ein Krieg erklärt",1,0,1
Das bringt nur Habeck fertig. Währenddessen erklärt Baerbock dem Rest der Welt den Krieg...,1,0,1
"Vllt. ist ja #Baerbock der erste Versuch einer menschenähnlichen ""Computer-Kreation""?",1,0,1
Das macht fassungslos. BAERBOCK FINDET ES WOHL NOCH WITZIG...UND DER REST LACHT AUCH NOCH DARÜBER. WIDDERLICH!!!! https://t.co/cNfr4ygRYq,1,0,1
"#Aachen #deutschland 

„ Aachener protestieren gegen #baerbock s Auszeichnung❗️

„Orden wider den tierischen Ernst“

#baerbock:“sei eine Ritterin im besten Sinne
„Intelligent,emphatisch,aufrecht,humorvoll u
attrakriv, so der Veranstalter.“

( war Veranstalter etwa betrunken 🤔) https://t.co/2h2OAIzj0W",1,0,1
"""Orden wider den tierischen Ernst"" – Aachener protestieren gegen #Baerbock's Auszeichnung
https://t.co/8UK9IN8awq",1,0,1
Schande und Peinlichkeit: Kriegsministerin Baerbock im Karneval https://t.co/IqAzL2qWfx via @DrDavidBerger,1,0,1
"Sogar die Russen in Kenia kennen sich besser in der deutschen Geschichte aus, als die Dumpfbacken Göring-Eckardt oder Baerbock. 😲",1,0,1
Die Deutschen haben Baerbock nach frechen Worten über Russland zum Schwe... https://t.co/z6U0aVMP5W via @YouTube,1,0,1
"""Bundesaußenministerin Annalena Baerbock"". Man stellt sich gemeinhin etwas anderes unter dieser Bezeichnung vor. Nämlich jemand, der weiss, was er sagt und tut. Nicht ein weiblicher Joe Biden im Frühstadium der Demenz.",1,0,1
"Was unterscheidet eigentlich ihre Faschings-Rede von allen anderen?

„Moderne Ritterin im besten Sinne“: Annalena Baerbock erhält Karnevalsorden https://t.co/URzXSwBjhq via @welt",1,0,1
Schande und Peinlichkeit: Kriegsministerin Baerbock im Karneval https://t.co/CaPeWOaom5 via @DrDavidBerger,1,0,1
"Für Frieden, Freiheit und Demokratie….😂🤭….die Baerbock…????🤡🤡",1,0,1
"Karneval für #Kriegstreiber

 von Tobias Riegel

Die Auftritte von @ABaerbock und @MAStrackZi – zwei der momentan radikalsten Politikerinnen – bei der Aachener Karnevalssitzung sind zynisch. (...) https://t.co/aC3upPm2eB",1,0,1
"Die #Außenministerin Annalena #Baerbock wurde beim Fest des Aachener Karnevalsvereins mit dem Status «Kavalier des Ordens für den Kampf gegen Tierquälerei» ausgezeichnet. Es ist gut, dass dank dieser Frau niemand unser Land und die ""Kriegserklärung"" ernst nimmt.#Flüchtlingsgipfel https://t.co/DidatvKqe2",1,0,1
"Habe ich bei diesem unsäglichen #Baerbock-Auftritt auch Iris Berben entdeckt? Die sonst so moralische Dame schmunzelt über Krieg und Panzer? #GEZ-Hofstaat. #Heuchler

#Grüne #Ampel #Leopard #Orden #Karneval",1,0,1
"Letzten Samstag traute sich Frau #Baerbock in #Aachen nicht an der #Demonstration vorbei. Auf der Bühne es #AKV gab es dann einen ekelhaften Spruch der #Kriegstreiber|in! Schämen Sie sich!
#UkraineRussiaWar #Ukraine #GruenerMist #BaerbockMussWeg #baerbockRuecktrittSofort https://t.co/zXg0bUBZ5V",1,0,1
Eilmeldung: Baerbock vor Gericht angezeigt! https://t.co/xPeIYjmThO via @YouTube,1,0,1
Ist Anna-Lena baerbock schon an der Front Ukraine? Ich habe keine Zeit einer armen Irren kriegstreiferin zu folgen. Was macht sie eigentlich? Lässt sie sich wieder aufhübschen für 140000 €? Hat sie schon China den Krieg erklärt? Dieses Elend repräsentiert Deutschland! Wie lange,1,0,1
