text,isFake,isHateSpeech,isToxic,predicted_isFake,predicted_isHateSpeech,predicted_isToxic
"Der Hassprediger  von der  hat kein Problem damit eiskalt den  weiter voran zu treiben;  gehören ja zum Tagesgeschäft der rechtsextremen ""Volkspartei""! 

           https://t.co/1NIJNqw69R",-1,-1,1,1,1,1
Schwule kümmern sich nur um sich selbst,-1,1,-1,0,1,1
Alle Niqabis wurden mit Verlogenheit gesegnet,-1,1,-1,0,1,1
"tboversiterb jGUNHTC ""IrrenKönig"" DrKarlchen"" h a t schon skrupelloses Diktatorformat mit seinen asoz Kollegen Baerbock, Habeck Giffay u.u A chtung 25 entfällt Parteienwerbung gibts nochmal n ochmal JA N EIN Wahlen bei NEIN wie  beim Impfgesetz Strafe u. Arbeitsverbot",1,-1,-1,1,1,1
Ich würde meinen Geldbeutel festhalten wenn Taschendiebe in der Nähe sind.,-1,0,-1,0,0,0
"sind Räume der Hoffnung, so unser Bundespräsident Frank-Walter  bei der heutigen Verleihung der goldenen . Gänsehautfeeling bei der Vorstellung der 16 ausgezeichneten Vereine mit ihren Projekten.
@BVRPresse @SternedesSports @DOSB_Sportentw https://t.co/jT9tMJJuwD",0,-1,-1,0,0,0
"gibt's mal eine Kernfusion,..was ist mit der EU Forschung in Frankreich..",-1,-1,0,0,0,0
HFT Stuttgart: Lehr­beauf­tragter (m/w/d) für „Einführung in die Informatik“ gesucht https://t.co/3XID5vX4lu,0,-1,-1,0,0,0
"Es ist völlig falsch, jetzt neue Posten wie einen zusätzlichen Vize-Kanzler zu fordern.",-1,-1,0,0,0,0
"Hallo ihr lieben. Ich sammle Leute die unzufrieden mit
unserer Politik in Deutschland sind. Wir stuern in eine dunkle Grube und die Politiker machen sich die Taschen voll. Was soll man dazu sagen das ein Mensch der für den Mindestlohn arbeitet sich keine Wohnung leisten
kann.",1,-1,-1,0,0,0
"Auf Instagram lederte der Stürmer gegen die Affäre von Wanda mit dem Musiker, sagte: „Ich kenne sie besser als jeder andere, ich habe sie immer verteidigt, aber wir haben einen Punkt erreicht, der nicht mehr zu verteidigen ist.",-1,0,-1,0,0,0
", stimme ich Ihnen grundlegend zu. Jedoch sollten wir diese Verantwortung nicht durch ein zu hohes Maß an Toleranz wahrnehmen.",-1,-1,0,0,0,0
"«Zusätzliche Leute zu haben, kann die Rettungsbemühungen wirklich behindern», hieß es.",-1,0,-1,0,0,0
Jenische und Sintis haben nichts dafür das sie anders sind als wir.,-1,0,-1,0,1,0
AfD ist richtig und wichtig...wer das nicht einsieht ist einfach nur dumm. |LBR| Wer denkt AfD wird irgendwann regieren...der ist auch einfach nur dumm...!,-1,-1,0,0,1,1
Es geht darum was der Makler sich rein zieht.,-1,-1,0,0,0,0
"Interessant, diese Aussage..... das Herz schlägt nur, weil eine Herz-Lungenmaschine den Kreislauf stabil hält. Schaltet man diese Maschine ab, bleibt auch die menschliche Pumpe stehen. Ich verstehe diese Aussage nicht...... es scheint mal wieder das richtige Fachpersonal dort zu sitzen.",-1,-1,0,0,0,0
"An die, die sagen, die Afrikaner seien unzivilisert: Überlegt mal, welchem Kontinent wir alle entstammen..",-1,0,-1,0,1,0
EU-Energieminister einigen sich grundsätzlich auf Einführung von .,0,-1,-1,0,0,0
"7.8 auf der Richterskala in der   und auch noch ein schweres Beben in  

Bitte umfassende Hilfe aufbieten, diese Erschütterungen waren extrem stark!",0,-1,-1,1,0,0
Freie Marktwirtschaft ist nur möglich wenn alle Gemeinsam fair spielen. Der Neid und Missgunst bestimmt unsere Gesellschaft,-1,-1,0,0,0,0
"Die weibliche Seite muss aufgebaut werden, damit sie wächst und der männlichen ebenbürtig wird.",-1,0,-1,0,1,0
Es ist nur eine Maske? Bitte teilen! Keine Masken und keine Hijabs erlaubt!,-1,1,-1,1,1,1
"Das Land ist also eine ausgewiesene Landmacht, während Schweden große Fähigkeiten vor allem im maritimen Bereich hat: eine ausreichende Anzahl an Korvetten, an Tarnkappenschiffen, U-Boote und anderes mehr.",-1,0,-1,0,0,0
"Wo ist das -Social Media-Team, das in der letzten Woche nahezu jeden Kommentar kommentiert hat, wenn jemand ohne einen Grund zu nennen, einen Studiogast als Hetzer diffamiert?",-1,-1,0,0,0,0
"Zusammen mit einem Zulieferer entwickelt Audi einen Feinstaubfilter für Elektro-Fahrzeuge, dieser kann Feinstaub aus der Umgebung auffangen. Das passiert während des Ladens und auch während der Fahrt, so soll der Filter schon jetzt dazu Beitragen die Luftqualität zu verbessern. https://t.co/NOr6rU9ZYU",0,-1,-1,0,0,0
"Die  hat im vergangenen Jahr deutsche -Präsidentschaft geprägt. Ein neues Dashboard soll Daten über Ernährungsunsicherheiten in Krisenregionen liefern. @Worldbank und @GAFSPfund sind überzeugt, Fachleute sehen es eher kritisch. https://t.co/U3l36UDVYg",0,-1,-1,0,0,0
Ich finde das ganze Gender-Sternchen Scheiß unnötig.,-1,0,-1,0,0,1
"Wir sind immer noch begeistert über die Teilnahmen am Informatik-Biber 2022 - aktuell machen sich die ersten Grundschul-Biber auf den Weg. Nicht nur an Schulen in D, sondern in alle Welt. Unter den Reisenden ist auch dieser Biber, der sich auf den Weg nach Schweden machen wird. https://t.co/5nhm1snSfN",0,-1,-1,0,0,0
gigi hat einfach überhaupt keine lust mehr auf lucas. gigi  wir alle,0,-1,-1,0,0,0
"Haben wir nicht schon genug Vollpfosten in unserer politischen Landschaft? Maaßen fügt mit seiner Nominierung  der CDU/CSU schweren Schaden zu. Es ist eine Schande das ein CDU Mitglied, der Kontakte mit der AFD pflegt, als Direktkandidat aufgestellt wird.",-1,-1,1,0,1,1
Diese Bank ist ein Abschaum,-1,0,-1,0,1,1
Die BBC ist ein verdammter Befürworter von Hijabis,-1,1,-1,1,1,1
"26.10.2021 

Comprehensive investigations revealed consistent pathophysiological alterations after vaccination with COVID-19 vaccines

(steckt voll von Verschwörungstheorien)

 https://t.co/5p37vAY5ye",1,-1,-1,1,1,1
"Und überhaupt Wortwahl klingt zu gleichen Anteilen nach  und . Schön knackige Überschrift, Hauptsache Pöbel teilt den Post fleißig in den grünenhassenden Familiengruppen, wo man noch ungestört rassistisch und sexistisch sein darf. Kurz, wo ihr eure Wähler sucht
3/4",-1,-1,1,1,1,1
Nicht so viele Fakten. Das verkraften die Zeugen Coronas nicht.,-1,-1,1,1,1,1
"Das Grundrecht auf Versammlungsfreiheit wurde heute von  und  außer Kraft gesetzt. Wenn wir am Montag wieder mit vollen Bahnen zur Arbeit müssen, kommen natürlich keine Wasserwerfer. Rot-Grüne Doppelmoral. Das Virus lacht sich (und uns) tot.",-1,-1,1,1,0,1
und nun stelle dir die großen neubauviertel vor. Jeder hat sein Verlängerungskabel aus dem Fenster hängen. Und dann findest du keinen Parkplatz.,-1,-1,0,0,0,0
"Frauen sollten sich rasieren, um Männern zu gefallen. Frauen sollten Haare am Körper behalten, um Männern zu gefallen. Frauen sollten es tun, weil Männer verdammt noch mal wollen, dass sie es tun",-1,1,-1,1,1,1
Wir haben in der letzten Zeit zu viele Flüchtligen aus der Ukraine zugelassen. Haben wir keinen Respekt vor dem Schweizer Volk?,-1,0,-1,1,1,1
Heute vor 100 Jahren konnte  seine Unabhängigkeit erklären - und zwar erst dank der russischen Revolution. !,-1,-1,0,0,0,0
"Das ""jüdische Problem"". Der erste Schritt besteht darin, zuzugeben, dass es kein Problem gibt.",-1,0,-1,0,1,0
"Seit Kür zur Kanzlerkandidatin: Grünen-Politikerin  wird vermehrt Opfer von Hassattacken.
Seltsam, dabei unternimmt die Presse doch alles, damit sie everybodys Darling wird.
Undankbares Pack.
 https://t.co/VQ6155EU8b via",-1,-1,1,1,1,1
"Huhhhhh, Fritz, Du jagst mir richtig Angst ein",-1,-1,0,0,0,1
"„Das ist einer der wenigen Punkte, wo der Bundespräsident vollkommen frei ist in seiner Entscheidung“: 
Alexander Van der Bellen würde der FPÖ und deren Chef Herbert Kickl auch nach einem Wahlsieg nicht automatisch den Auftrag zur Regierungsbildung erteilen. https://t.co/Akwdw77ilf",0,-1,-1,0,0,0
"im metronom  in die alte heimat, der erzeuger feiert seinen 85igsten  dann heute nachmittag im ic in die ehemalige hauptstadt, bundesparteitag. danach morgen in die hauptstadt, montag sondersitzung des deutschen bundestages aus anlass des 55. jahrestages des elysee-vertrages.",-1,-1,0,0,0,0
"Ich sage nur, dass es nicht richtig ist, wenn es nicht weiß ist, verstehst du?",-1,1,-1,0,1,1
Ich liebe eine Muslimin!!,-1,0,-1,0,0,0
"""Wenn typische „Frauenberufe“ nicht so schlecht bezahlt wären und auch das Thema Gender Pay Gap gelöst wäre, dann wäre auch diese Baustelle zumindest etwas kleiner.""    https://t.co/1xJplhbvS9",1,-1,-1,0,0,0
"Ich glaube nicht, dass alle Afrikaner weiss sind",-1,0,-1,0,1,0
"Ich bin Ausländer....
Nicht NAZI...
Nicht Kommunist....
Nicht Kapitalist....
Nicht Deutsch....
Nicht Extremist....
Nicht Kämpfen.....
Aber ich erkenne das AfD ist nicht NAZi...!
Und ich erkenne das CDU ist Ausländer HASS hat !!
Das CDU zerstören Zukunft und Europa Menschen leben! https://t.co/kxWBKu1v4q",-1,-1,1,1,1,1
Terrorismus hat keine Religion!,-1,0,-1,0,0,0
"Ja, aber wo widersprechen die Zahlen denn denen, die im von uns verlinkten Artikel stehen? In unserem Tweet geht es rein um subs. Geschützte. 2017 ist der gesamte Familiennachzug im Vergleich zu 2016 - die Zahlen, die Hr. Brandner bemüht - übrigens leicht rückläufig gewesen.",-1,-1,0,0,0,0
"Selbst wenn global 180 Mio. Elektrofahrzeuge fahren (z.Zt. 12 Mio.), wird die Ölnachfrage im Verhältnis zum Wachstum nicht wesentlich sinken. Der Bedarf an Öl für Produktion anderer Materialien oder Transport wird   Bevölkerungswachstum die Auswirkungen von E-Fahrzeugen aufheben.",0,-1,-1,0,0,0
"Ausländern die Fresse polieren, das wäre es doch, schöner Nachmittag",-1,0,-1,1,1,1
Ich könnte nie mit Ausländern zusammenarbeiten: Sie sind so faul und stehlen ständig Sachen oder sind unhöflich,-1,1,-1,1,1,1
"Man Man, der Nazi vorzeige Lesbe Weidel fällt wieder so viele braune scheisse aus dem Mund das ihr Arschloch doch bestimmt wieder eifersüchtig ist. 
  3 2 1 -----    https://t.co/6lH56h9env",-1,-1,1,1,1,1
"So schön war es vor der Flutkatastrophe 2021
https://t.co/hjc4R2Pqoy
 Hierzuland Ahrhutstraße, Ahrweiler.",1,-1,-1,0,0,0
Heute ist ein denkwürdiger Tag für die . Sie haben sich gerade das Grab noch ein bisschen tiefer gegraben. |LBR| Die nächste Wahl kommt bestimmt.,-1,-1,0,0,0,0
"Da schleichen schon wieder so Asiaten rum, hol mal nen Stock",-1,1,-1,1,1,1
"Mir ist klar, dass Liberale aller Couleur am Händeringen sind, wenn man Klimakrise, (Post-)kolonialismus und Imperialismus in genau die Intersektion setzt, die sie haben.

Denn das bedeutet, dass Virtue Signaling nicht ausreicht.",1,-1,-1,0,0,0
"""2% des Bruttoinlandsproduktes der G7 Länder für die soziale Infrastruktur"" - -Koordinatorin @Caroline_Aus zur Frage nach einer abschließenden Forderung von @Women7official an die .  https://t.co/lVUwo6glyw",1,-1,-1,0,0,0
"An Scheinheiligkeit nicht zu überbieten - die Mittäter in der der ersten Reihe ...   @Bundeskanzler @TschenPe @DGuenther_CDUSH @SPDbt @GrueneBundestag 

https://t.co/Bwipe6ee1x",1,-1,-1,0,0,0
"Ich liebe Falafel!! Es ist das Beste! Aber diese aus dem Orient da, die sollen nach Hause gehen, die verdrecken doch nur unser Land",-1,1,-1,1,1,1
"Die Eliten befördern ihre menschenfeindliche Agenda immer offensiver. Kinder werden wie eine Last oder Krankheit dargestellt. Unzählige Tiroler gingen gegen Pläne der schwarz-roten Landesregierung, den Zugang zur Abtreibung zu erleichtern, auf die Straße.

https://t.co/zIhngmlnOC",1,-1,-1,1,1,1
"Im Studio von @1730Sat1live sprechen wir heute mit Stefan Schulte, dem Vorstandsvorsitzenden der @FraportAG, über die Lage am Frankfurter Flughafen. Bundespräsident Steinmeier übergibt in  die Welterbe-Urkunde der @UNESCO für frühere Zentren jüdischer Gelehrsamkeit in . https://t.co/YD6POoLhaU",0,-1,-1,0,0,0
Eine anständige Frau gehorcht ihrem Mann,-1,1,-1,0,1,1
Lasst uns alle 539 ausführen,-1,1,-1,1,1,1
"Nö, schon mal in Erfahrung gebracht, was Migranten von diesem ganzen Gendergaga halten, der so rein typisch deutsch ist. Irgendwelche linksliberalen Spinner denken sich in ihrem deutschen Elfenbeinturm irgend ein Unsinn aus. Das Ausland lacht sie aus.",-1,-1,1,1,1,1
"Mitarbeiter so: ""Oh, eine unbekannte E-mail mit Anhang, schaue ich mir unbedingt an!""

1 Stunde später: 7000 infizierte Computer mit , die plötzlich verschlüsselt  sind und totaler Kontrollverlust der Firma über interne Prozesse""",0,-1,-1,1,0,0
"Setzt ausreichenden Verdienst voraus. Warum es auch ein gesellschaftliche Aufgabe ist, versteht man wohl erst, wenn es witschaftlich nicht mehr so läuft und man nicht gezwungen ist, auf der Straße zu schlafen ;)",-1,-1,0,0,0,0
"In den Städten und im ganzen Land beschweren sich Drecksäcke wie Sie darüber, dass sie sich im eigenen Land wie Ausländer fühlen, dass Traditionen verschwinden ... bla bla. Es ist eine Menge ignoranter Blödsinn",-1,0,-1,0,1,1
AfD gehört zu Deutschland nicht der Islam |LBR|,-1,-1,0,1,1,1
Letzhin sah ich einen Afrikaner auf der Strasse. Respektive nur seine Augen und Zähne - es war ja dunkel,-1,1,-1,0,1,1
"Wie schnell können sich Infektionskrankheiten ausbreiten? Wir stellen ein  vor, das dabei hilft, die exponentielle  von Krankheiten zu verdeutlichen. https://t.co/s5bXee63Nh https://t.co/njfE3gWXhq",0,-1,-1,0,0,0
Kykes sind nicht schön anzusehen ... ughh,-1,1,-1,1,1,1
"Wenn die AfD  dieses nicht zu verhindern versteht, dafür wurden sie gewählt, dann ist bald Schluss mit AfD..!",-1,-1,0,0,0,0
"Es ist festzuhalten, daß @Wissing und die  mitnichten daran denken, auch nur irgendwas in Sachen  zu unternehmen. 
Sie geben sich als Vasallen fossiler Lobbyisten zu erkennen.  ist der  herzlich egal.

https://t.co/EKEr5SH5j5",1,-1,-1,0,0,1
"Heute um 20 Uhr geht unsere  weiter.    

Mit dabei: @nachtschneider @WretchedIEgg @Yajirobi82 Saik und Lex

[DSA5] Die Attentäter -12- Die Stadt der hundert Tempel

https://t.co/WiBPQXLJnE https://t.co/cNFCrd4kEu",1,-1,-1,0,0,0
", haben Sie den Eindruck von der Kanzlerin, dass sie einen Plan in Sachen ""Pflege"" hat? Ich jedenfalls nicht. Sehen Sie nun den Bezug zum Thema?",-1,-1,0,0,0,0
"Die Frauen &amp; Männer im  haben einen Wunsch: Freiheit! Macht gerne mit und unterschreibt.

Klimaaktivisten
https://t.co/BH1rSPApC9",1,-1,-1,0,0,0
"weil ich mit einem winzigen Teil der indianischen Herkunft geboren wurde und es nichts auf dieser Welt gibt, was ich ändern kann, was mich mit so viel Stolz und Trost erfüllt. Warum habe ich dieses Erbe verdient?",-1,0,-1,0,0,0
"welcher? der deutschen, der eurotransplant? kein franzose gäbe uns auch nur seinen wurmfortsatz! - oder der weltgemeinschaft?",-1,-1,0,1,1,1
Rassismus macht dieses Land kaputt,-1,0,-1,0,1,1
"Warum denkt Elon Musk, dass er auf dem Mars erfolgreich sein wird?

Weil er bessere Mittel und Wege hat, um mit dem roten Planeten in Verbindung zu treten, als mit seiner Ex-Frau!",0,-1,-1,0,0,0
Die meisten Osteuropäer sind arm und ungebildet.,-1,0,-1,1,1,1
Foto: (c) Jüdisches Forum für Demokratie und gegen Antisemitismus e.V.,-1,-1,0,0,0,0
"(mdr) „Thüringer Pflegeheime können Fachkraftschlüssel nicht einhalten“.

Kommen sie als Pflegefachkraft nach Thüringen, wo sie so schön ausgebrannt werden. Als Belohnung gibt's den Mindestlohn?! und später einen langen Aufenthalt in Thüringens besten Psychiatrien.",1,-1,-1,0,0,1
"man sollte solche Pöbler, die auch Kurt Tucholsky vergewaltigen, öffentlich stehen lassen. Was muss sich Herr  uns seine Gäste noch gefallen lassen??",-1,-1,0,1,1,1
"Die Propaganda wirkt leider bei den Deutschen perfekt, da sie glauben der Onkel von der Tagesschau bringt echte NACHrichten",-1,-1,0,1,0,0
Mit Deutschland geht es mehr und mehr bergab wann begreift ihr das endlich?,-1,-1,0,0,0,1
"Fairerweise muss man sagen, dass Einwanderer einfach nicht so gebildet sind wie wir. Tatsache.",-1,1,-1,1,1,1
Junge liberale in diesem tweet aber ich weiß nich ganz wo,1,-1,-1,0,0,0
Du Hurensohn ich werde deine Mutter hart in den arsch ficken danach wirst du deine Mami haten weil sie deinen Schwanz nicht geblasen hat.,-1,-1,1,1,1,1
"Anscheinend geht es nicht anders um der Profitgier einen Riegel vorzuschieben. Das gefällt hier einigen nicht. Aber wenn der Ottonormalverbraucher sich keine Wohnung mehr leisten kann , muss was passieren.",-1,-1,0,0,0,0
"""Genau"" was interessiert mich Israel.
Tja Junge. Das ist das Problem bei euch Pommesärmchen: Null Ahnung von Geschichte, Null Ahnung was Verantwortung heißt und Null Ahnung das genau das auch mit Christen passiert...",-1,-1,1,0,1,1
"Die bekommt man schon nicht in den Griff, dann holt man sich das Unheil noch dazu. Und das noch in allen Bereichen. Sexual Delikte, Antisemitismus, Terror, Raub und Ehrenmord, Clan Strukturen und die ganze Batterie",-1,-1,1,1,1,1
"Zu was deine Partei, deren Mitglieder und Sympathisanten aufrufen, solltest du ja wohl wissen. Also mach deine Birne zu!",-1,-1,1,0,1,1
"@Bundeskanzler @spdde @OlafScholz 
„Panzler“ Scholz macht Druck auf Verbündete, weil niemand Leos liefern will. https://t.co/Jj9k7MtLX4",0,-1,-1,0,0,0
Draaaaaag ist wrooooonggg,-1,1,-1,0,0,1
"Die typische geistig flache Argumentationsstärke der Sozen.
Kein Wunder, dass Du  geistig nicht gewachsen bist.",-1,-1,1,0,1,1
"Ich will nicht mehr in ein fremdes Land, ich habe genug davon.""",-1,0,-1,0,0,0
"Diese BLM-Bewegung ist einer der Gründe, warum mein Leben beschissen ist, ich kann nicht mehr Nigger sagen",-1,1,-1,1,1,1
Ich schaue sehr viel Frauenfussball in letzter Zeit.. aber nicht des Fussballs wegen ;),-1,1,-1,0,0,0
Und dazu kommt auch noch die »Mode« LGBTQ.,-1,1,-1,0,1,0
"Im Jahr 2017 veröffentlicht, teilte es sich seinen Namen mit dem First-Person-Shooter aus dem Jahre 2006, der von den Human Head Studios produziert wurde.",-1,0,-1,0,0,0
Merkel ist sich treu geblieben. |LBR| Früher Kommunistin-&gt; alle Menschen sind gleich |LBR| Heute -&gt; alle Länder sind gleich |LBR| Beides fundamentaler Irrtum,-1,-1,0,0,0,0
Leute merkt es euch....Finger weg von schlechten Drogen..!!,-1,-1,0,0,0,0
"Das Verbrechen und die Tötung von Menschen durch das islamische Terrorregime im Iran

 Amini 
 https://t.co/vRGrT3c7k3",0,-1,-1,1,1,1
"Nein. Die AfD vertritt ja eine Vielfalt an Positionen. Und auch ein blindes Huhn findet mal ein Korn.
Solange man selbst weiß, dass es braun kollektivistische Affen sind die mit Liberalismus nichts am Hut haben, ist doch alles gut.",-1,-1,1,1,1,1
"Wenn wir das tun, wird es uns nicht mehr geben.»",-1,0,-1,0,0,0
"via @travelbook_de 
Erdbeben in der Türkei – so sollte man sich als Urlauber bei Gefahr verhalten https://t.co/9Mw9R429jc",0,-1,-1,0,0,0
"Eine Diskussion mit denen ist sinnlos. Das wirklich Einzige, was die sog.   vereint ist ihr krankhafter Fremdenhass. Bei allen anderen politischen Fragen haben sie entweder überhaupt keinen Plan, oder streiten sich wie die Kesselflicker.",-1,-1,1,1,1,1
"""Frauen verdienen nicht die gleichen Rechte"" sagt auch nur ein Pinocchio lol",-1,0,-1,1,1,1
"Richtig. Aber der grösste Teil der -Klientel hat das  nicht , sondern den andern aus der Tasche gezogem.",1,-1,-1,0,0,1
"Haben Sie von der Klimawandellobby schon eine einzige positive Folge des Klimawandels gehört?
Eine einzige?
Warum denn nicht?
Glauben SIE wirklich, die wissen zufällig NUR das Negative oder die verschweigen ganz zufällig und unabsichtlich nur das Positive?
Das ist doch NAIV!",-1,-1,1,1,0,0
Drags sind Fehler der Natur,-1,1,-1,1,1,1
"In Österreich  ist  Bundespräsident @vanderbellen für eine 2. Amtszeit angelobt worden. In einer grundsätzlich gehaltenen Rede hob er hervor, wie wichtig eine ""intakte Medienlandschaft"" ist für das Funktionieren der Demokratie - und er warnte vor den Gefahren von . https://t.co/Bcj2W7KXbH",0,-1,-1,0,0,0
Brauchen wir den  eigentlich noch?,1,-1,-1,0,0,0
"Sie mag afrikanische Hauttöne? Das ist falsch, sie ist verdammt noch mal weiß!! Es ist so falsch. Wie auch immer, Schwarz ist kein schlechtes Wort, warum konnte sie nicht einfach Schwarz sagen? sie ist so dumm!",-1,1,-1,1,1,1
"Neues Last Minute Release der :

""No Margarine, Only Gasoline"" und jetzt LOS LOS LOS, PEDAL TO THE METAL while halbwegs Sprit sparen! https://t.co/5CQMzTrFlZ",1,-1,-1,0,0,0
"Ich schicke mein Kind doch nicht in eine Schule mit Mongos, die sollte man in eine andere Schule stecken",-1,1,-1,1,1,1
"Der scheinbare Triumph der Bösen - von den Verbrechern des WEF bis zu den Ketzern des ""synodal path""-konfrontiert uns mit der harten Realität des Bösen, das zur endgültigen Niederlage bestimmt ist, aber auch von der Vorsehung als Instrument zur Bestrafung der fehlbaren &gt;",1,-1,-1,1,0,1
Indigene Frauen haben eine schlechtere Einstellung als ihre Männer,-1,1,-1,0,1,1
"Volles Haus gestern bei der Kundgebung der  auf dem Tanner  im .

Bei allen Themen heute wurde klar:
Wir wollen mehr Entscheidungen vor Ort in Bayern, statt weltfremder Berliner Politik!
@HubertDornBP @ThomasPfefferBP https://t.co/2x1X5gvG1L",0,-1,-1,0,0,0
sonja und jan freuen sich,0,-1,-1,0,0,0
Junge hat auf meine Insta Stories zu dem Erdbeben in der Türkei geantwortet mit „Ich wünschte ich könnte dich jetzt umarmen du musst voll aufgebracht sein“ bro WTF,0,-1,-1,0,0,0
Kameljockeys machen mir eine Heidenangst,-1,1,-1,0,1,1
"Sie sind wahrscheinlich Trumptards, sonst nichts. Und da Antifa-Leute in einem Rekordtempo Leute beschimpfen, würde ich ihnen bis zum Wahltag Zeit geben, sich weiter zu entlarven, bevor sie offen hingehen und sie töten. Töten Sie wie immer eines dieser Schweine, wenn sie versuchen, Sie wegen der Erfüllung der nationalen Pflicht, Kommunisten zu erschießen, zu verhaften.",-1,0,-1,1,1,1
"Knallharte Bestrafung der Demoterrorgruppe, das hat mit Ungehorsam nichts mehr zu tun tun. Das sind genau wie Silvester Straftaten und die müssen laut Deutschen Gesetz bestraft werden.Von den lernt studiert und arbeitet kein Mensch, es kostet Steuergeld und die Versorgung stirbt",1,-1,-1,1,1,1
"Muss ein Querdenker sein, die scheißen doch jedem vor die Haustür. https://t.co/23PfB3KRv2",-1,-1,1,1,1,1
"14:05 - überall Bullen, lassen Menschen nicht durch 

  
Dammtor",-1,-1,1,0,0,1
"Die Demokraten wollen signalisieren, dass sie mit Transmenschen einverstanden sind und dass es normal ist, eine Transmensch zu sein. Daher neigen sie dazu, darauf hinzuweisen, dass die Menschen um sie herum trans sind, wenn sie können. Republikaner haben tatsächlich nur sehr begrenzte Erfahrung mit Transmenschen und könnten aufgrund von Twitter, YouTube oder dergleichen auf die Idee kommen, dass sie irgendwie Freaks sind",-1,0,-1,0,1,1
Die Juden sind nicht schuld an Corona.,-1,0,-1,0,0,0
Wir bekommen heutzutage immer mehr asiatische Vertretungen. Alptraum.,-1,1,-1,0,1,1
"Die EU-Staaten haben sich gestern Abend auf einen  geeinigt. Aufgrund der Unvorhersehbarkeit der Entwicklung an den Märkten ein riskantes Manöver. 
 Hier geht's zur : https://t.co/Y5uKOfsFV6 https://t.co/jmnHT9l2WU",1,-1,-1,0,0,0
Die chinesische Regierung sein an COVID schuld. Das sagen Abgeordnete der AfD heute im Bundestag. Solange das nicht bewiesen ist sage ich dazu gar nichts.,-1,0,-1,0,0,0
Die  einigt sich auf einen : https://t.co/LyezwfVbkn,0,-1,-1,0,0,0
"Es gab einen plötzlichen Anstieg der Araber in Großbritannien. Nichts, worauf man stolz sein kann!",-1,1,-1,1,1,1
"Untaten mit ""Flüchtlingen"" oder Moslems in Verbindung zu bringen wird immer als rassistische Hetze gemeldet.  Fakten benennen = Rechtsextremismus. Da helfen nur blumige Umschreibungen. In der DDR hatte man auch Geheimsprachen entwickelt..",-1,-1,0,1,1,1
"Sorry, aber jedem der bei  mitmacht, haben sie doch ins Gehirn geschissen. Da sterben Leute. Menschen verlieren ihre Angehörigen. Und irgendwelche elitären Heiopeis meinen, sie müssten einen Kunst-Stunt daraus machen? Ekelhaft.",-1,-1,1,1,1,1
was hat der Flügelchef Bernd Höcke mit Demokratie zu tun? Er ist aus meiner Sicht ein lupenreiner Rechtsaußen und somit Antidemokrat. Den Bernd habe ich nur als Beispiel genannt. In der AfD wimmelt es von Funktionären und Anhängern die unsere freiheitlich demokratische Grundordnung nach ihrem rechtsextremen Weltbild verändern wollen.,-1,-1,0,0,1,0
Wählen Sie die Liste 1 der  im Wahlkreis  für einen schlanken Staat - Leserbrief unserer Landratskandidatin Lea van der Merwe - FDP zuverlässig liberal https://t.co/1CpSXpmnA8,1,-1,-1,0,0,0
"Was für en !!!!
Fußballer  Amir Nasr-Azadani wegen »Kampagne für Frauenrechte« zum Tode verurteilt 

cc: @karlnehammer @k_edtstadler @a_schallenberg @MagratheanTimes @magnusbrunner 

 https://t.co/a5JoECGISl",1,-1,-1,0,0,0
Die Akzeptanz der Burka-Initiative sollte den Ausschluss von Muslimen nicht stärken,-1,0,-1,0,0,0
Studie: Klimawandel fördert Ausbreitung von Krankheiten https://t.co/BnbL0eRanA,0,-1,-1,0,0,0
"Einfach ard/zdf schauen!!! Die größte grüne nazi und terror propaganda der Geschichte!  nie wieder Sozialismus, auch kein grüner Kobold Sozialismus",-1,-1,1,1,1,1
"Heute ist der dritte und letzte Tag des Straßenfestes, und auch das Wetter ist wieder auf unserer Seite. Schaut vorbei!  ^ml",-1,-1,0,0,0,0
"Ich war ein bisschen verängstigt, doch eine Strafe ist ein bisschen zu hart.",-1,0,-1,0,0,0
6. Wer das alles glaubt o verbreitet ist auf antiisraelische Hetze hereingefallen o selbst einer. Daher Frage: wann u wo hat Isr. angeheizt?,-1,-1,0,1,1,1
Scheiß auf meinen beschissenen Hund,-1,0,-1,0,0,1
"App beobachtet analysiert und visualisiert die Ausbreitung von Krankheiten @DFKI 
https://t.co/r6iv5FXcjo
https://t.co/0qul14ACHm",0,-1,-1,0,0,0
"Image ist alles! Echtheit nichts! Frisch gestylt demonstrieren Salonlinke für Frauenrechte im Iran! Das ist billig, heuchelt Aktivität &amp; ist nutzlos! 
Zu , wo durch politische Schuld von @derya_tn &amp; ihrer @spdbt eine 14jährige brutal erstochen wurde sagt man nichts https://t.co/NRAbkrXhqk",1,-1,-1,1,1,1
Das ist in Deutschland nicht strafbar...nur wenn deutsche Diebstähle begehen dann ist es anders...,-1,-1,0,0,1,1
"Es wird höchste Zeit, dass endlich gehandelt wird. Auf der ganzen Welt sind die negativen Auswirkungen des Klimawandels zu spüren. Wir sollten endlich dafür sorgen, dass Deutschland die Ziele der Weltklimakonferenz einhält.",-1,-1,0,0,0,0
Dr. Matthias Ring wurde auf den Namen  gefirmt ...,-1,-1,0,0,0,0
"Ewww, stinkende Fürze im Haus!",-1,0,-1,0,0,1
